Participant	Task	Stimulus_Side	Response	RT	ITI	Previous_Response	Previous_RT	Trial_Onset	Trial_End	Trial_Order	Duration	Conflict	Cue_Response	Cue_Response_RT	Stop_Signal	Stop_Signal_RT
S210315	Conflict_Resolution	LEFT	LEFT	718.4263	1116.666669	n/a	n/a	19:54.3	19:55.2	1	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	Time_Max_Exceeded	1500.066	783.3333349	n/a	n/a	19:56.0	19:57.5	2	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	1222.7691	1200.000002	n/a	n/a	19:58.8	20:00.2	3	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	776.1082	1100.000002	n/a	n/a	20:01.3	20:02.3	4	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	597.1702	1166.666669	n/a	n/a	20:03.5	20:04.3	5	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	1296.1686	750.0000015	n/a	n/a	20:05.0	20:06.6	6	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	663.2147	1150.000002	n/a	n/a	20:07.7	20:08.6	7	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	568.8636	516.6666677	n/a	n/a	20:09.1	20:09.9	8	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	1005.4562	983.3333353	n/a	n/a	20:10.9	20:12.1	9	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	708.79	1366.666669	n/a	n/a	20:13.5	20:14.4	10	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	848.6584	1283.333336	n/a	n/a	20:15.7	20:16.8	11	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	452.4458	1416.66667	n/a	n/a	20:18.2	20:18.9	12	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	940.1668	1050.000002	n/a	n/a	20:19.9	20:21.1	13	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	444.0162	1183.333336	n/a	n/a	20:22.3	20:23.0	14	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	495.6386	733.3333348	n/a	n/a	20:23.7	20:24.4	15	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	466.8714	1416.66667	n/a	n/a	20:25.8	20:26.5	16	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	760.6662	1466.66667	n/a	n/a	20:28.0	20:29.0	17	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	678.4998	566.6666678	n/a	n/a	20:29.6	20:30.4	18	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	LEFT	LEFT	733.4876	583.3333345	n/a	n/a	20:31.0	20:32.0	19	6.625023567	True	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	691.6363	833.333335	n/a	n/a	20:32.8	20:33.7	20	6.625023567	False	n/a	n/a	n/a	n/a
S210315	Conflict_Resolution	RIGHT	RIGHT	932.9595	800.0000016	n/a	n/a	20:34.6	20:35.7	21	6.625023567	True	n/a	n/a	n/a	n/a
